資料基準年度,產業別,市場,臺灣對該市場出口額USD千美元,臺灣對該市場出口額排名,市場成長率%,市場占比%
106,基本金屬及其製品,印度,364782,19,37.36,1.26
106,基本金屬及其製品,新加坡,314169,20,8.12,1.08
106,基本金屬及其製品,西班牙,305222,21,45.19,1.05
106,基本金屬及其製品,法國,241464,22,16.1,0.83
106,基本金屬及其製品,瑞典,201507,23,7.68,0.69
106,基本金屬及其製品,俄羅斯,199936,24,24.28,0.69
106,基本金屬及其製品,波蘭,197310,25,31.94,0.68
106,基本金屬及其製品,沙烏地阿拉伯,176740,26,-2.85,0.61
106,基本金屬及其製品,阿拉伯聯合大公國,157777,27,7.88,0.54
106,基本金屬及其製品,伊朗,153593,28,26.13,0.53
106,基本金屬及其製品,土耳其,148549,29,6.39,0.51
106,基本金屬及其製品,紐西蘭,125161,30,18.89,0.43
106,基本金屬及其製品,巴基斯坦,121955,31,44.98,0.42
106,基本金屬及其製品,丹麥,99116,32,28.61,0.34
106,基本金屬及其製品,南非,92124,33,7.19,0.32
106,基本金屬及其製品,巴西,87454,34,44.62,0.3
106,基本金屬及其製品,孟加拉,81709,35,7.26,0.28
106,基本金屬及其製品,以色列,68102,36,16.3,0.23
106,基本金屬及其製品,哥倫比亞,50038,37,-4.85,0.17
106,基本金屬及其製品,阿根廷,42304,38,24.76,0.15
106,基本金屬及其製品,埃及,41081,39,-24.04,0.14
106,基本金屬及其製品,捷克,39634,40,7.67,0.14
106,基本金屬及其製品,芬蘭,39415,41,9.44,0.14
106,基本金屬及其製品,斯洛維尼亞,36539,42,34.8,0.13
106,基本金屬及其製品,智利,35764,43,3.65,0.12
106,基本金屬及其製品,烏克蘭,35611,44,12.3,0.12
106,基本金屬及其製品,愛沙尼亞,35565,45,21.07,0.12
106,基本金屬及其製品,斯里蘭卡,34258,46,-14.65,0.12
106,基本金屬及其製品,瑞士,33696,47,8.55,0.12
106,基本金屬及其製品,斯洛伐克,33500,48,39.9,0.12
106,基本金屬及其製品,奧地利,31859,49,11.76,0.11
106,基本金屬及其製品,挪威,31597,50,31.7,0.11
106,基本金屬及其製品,愛爾蘭,27670,51,5.84,0.1
106,基本金屬及其製品,緬甸,27088,52,0.52,0.09
106,基本金屬及其製品,希臘,25337,53,35.48,0.09
106,基本金屬及其製品,葡萄牙,25272,54,18.95,0.09
106,基本金屬及其製品,秘魯,24412,55,-4.39,0.08
106,基本金屬及其製品,吉布地,22937,56,283.75,0.08
106,基本金屬及其製品,多明尼加,22118,57,58.78,0.08
106,基本金屬及其製品,黎巴嫩,21487,58,18.89,0.07
106,基本金屬及其製品,科威特,21008,59,11.96,0.07
106,基本金屬及其製品,柬埔寨,19297,60,8.5,0.07
106,基本金屬及其製品,匈牙利,19135,61,7.45,0.07
106,基本金屬及其製品,拉脫維亞,18667,62,48.01,0.06
106,基本金屬及其製品,羅馬尼亞,18155,63,18.07,0.06
106,基本金屬及其製品,厄瓜多,17733,64,86.08,0.06
106,基本金屬及其製品,卡達,17451,65,47.25,0.06
106,基本金屬及其製品,立陶宛,17201,66,25.45,0.06
106,基本金屬及其製品,克羅埃西亞,14230,67,97.06,0.05
106,基本金屬及其製品,哥斯大黎加,13984,68,43.59,0.05
106,基本金屬及其製品,澳門,13794,69,27.79,0.05
106,基本金屬及其製品,瓜地馬拉,12871,70,12.78,0.04
106,基本金屬及其製品,約旦,11711,71,4.84,0.04
106,基本金屬及其製品,奈及利亞,11604,72,11.03,0.04
106,基本金屬及其製品,摩洛哥,10869,73,26.83,0.04
106,基本金屬及其製品,巴拿馬,10530,74,16.38,0.04
106,基本金屬及其製品,保加利亞,8559,75,2.49,0.03
106,基本金屬及其製品,千里達及托巴哥,8206,76,18.12,0.03
106,基本金屬及其製品,波多黎各,7630,77,-18.86,0.03
106,基本金屬及其製品,伊拉克,7089,78,-0.15,0.02
106,基本金屬及其製品,阿爾及利亞,6984,79,-24.85,0.02
106,基本金屬及其製品,斐濟,6691,80,110.67,0.02
106,基本金屬及其製品,阿曼,5997,81,8.35,0.02
106,基本金屬及其製品,烏茲別克,5862,82,288.47,0.02
106,基本金屬及其製品,其他國家,5586,83,19.05,0.02
106,基本金屬及其製品,白俄羅斯,5566,84,51.74,0.02
106,基本金屬及其製品,坦尚尼亞,5549,85,399.91,0.02
106,基本金屬及其製品,巴林,5401,86,1.79,0.02
106,基本金屬及其製品,賽普勒斯,5367,87,78.13,0.02
106,基本金屬及其製品,突尼西亞,5196,88,-20.77,0.02
106,基本金屬及其製品,關島,5079,89,4.66,0.02
106,基本金屬及其製品,肯亞,4858,90,-8.51,0.02
106,基本金屬及其製品,烏拉圭,4784,91,5,0.02
106,基本金屬及其製品,薩爾瓦多,4717,92,1.62,0.02
106,基本金屬及其製品,巴布亞紐幾內亞,4434,93,-8.22,0.02
106,基本金屬及其製品,敘利亞,4318,94,101.49,0.01
106,基本金屬及其製品,其他非洲國家,4111,95,78.74,0.01
106,基本金屬及其製品,蘇丹,3874,96,-78.02,0.01
106,基本金屬及其製品,模里西斯,3659,97,5.6,0.01
106,基本金屬及其製品,宏都拉斯,3520,98,12.93,0.01
106,基本金屬及其製品,汶萊,2871,99,-13.05,0.01
106,基本金屬及其製品,其他大洋洲國家,2600,100,-49.49,0.01
106,基本金屬及其製品,葉門,2510,101,6.9,0.01
106,基本金屬及其製品,巴拉圭,2482,102,11.9,0.01
106,基本金屬及其製品,帛琉,2440,103,113.85,0.01
106,基本金屬及其製品,幾內亞,2336,104,25.12,0.01
106,基本金屬及其製品,盧森堡,2082,105,19.38,0.01
106,基本金屬及其製品,紐喀里多尼亞,2011,106,29.08,0.01
106,基本金屬及其製品,馬爾地夫,1607,107,17.64,0.01
106,基本金屬及其製品,喬治亞,1456,108,-47.28,0.01
106,基本金屬及其製品,迦納,1395,109,-11.43,0
106,基本金屬及其製品,塞爾維亞,1361,110,-32.05,0
106,基本金屬及其製品,哈薩克,1237,111,1.48,0
106,基本金屬及其製品,委內瑞拉,1163,112,-32.89,0
106,基本金屬及其製品,馬爾他,1129,113,-48,0
106,基本金屬及其製品,馬紹爾群島共和國,1051,114,-10.25,0
106,基本金屬及其製品,波士尼亞及赫塞哥維納,1026,115,24.06,0
106,基本金屬及其製品,衣索比亞,1009,116,-25.97,0
106,基本金屬及其製品,冰島,978,117,24.27,0
106,基本金屬及其製品,牙買加,940,118,-39.2,0
106,基本金屬及其製品,利比亞,801,119,-23.42,0
106,基本金屬及其製品,北馬其頓,783,120,33.85,0
106,基本金屬及其製品,象牙海岸,672,121,43.9,0
106,基本金屬及其製品,尼加拉瓜,597,122,-28.07,0
106,基本金屬及其製品,海地,597,122,50.38,0
106,基本金屬及其製品,阿爾巴尼亞,580,123,-25.83,0
106,基本金屬及其製品,賴索托,552,124,26.32,0
106,基本金屬及其製品,布吉納法索,522,125,-18.44,0
106,基本金屬及其製品,巴貝多,499,126,36.71,0
106,基本金屬及其製品,古巴,489,127,171.67,0
106,基本金屬及其製品,塞內加爾,440,128,144.44,0
106,基本金屬及其製品,馬達加斯加,432,129,9.09,0
106,基本金屬及其製品,蘇利南,407,130,39.38,0
106,基本金屬及其製品,貝里斯,385,131,-3.99,0
106,基本金屬及其製品,索羅門群島,380,132,-62.15,0
106,基本金屬及其製品,東加,370,133,143.42,0
106,基本金屬及其製品,萬那杜,340,134,5.92,0
106,基本金屬及其製品,大溪地,275,135,10.89,0
106,基本金屬及其製品,幾內亞比索,268,136,-,0
106,基本金屬及其製品,薩摩亞,258,137,-46.36,0
106,基本金屬及其製品,貝南,253,138,261.43,0
106,基本金屬及其製品,土庫曼,191,139,-95.71,0
106,基本金屬及其製品,蒙特內哥羅共和國,191,139,-44.96,0
106,基本金屬及其製品,亞塞拜然,172,140,62.26,0
106,基本金屬及其製品,其他中美洲國家,157,141,60.2,0
106,基本金屬及其製品,史瓦帝尼,156,142,9.09,0
106,基本金屬及其製品,尼泊爾,118,143,9.26,0
106,基本金屬及其製品,喀麥隆,114,144,-57.14,0
106,基本金屬及其製品,尚比亞,114,144,-14.93,0
106,基本金屬及其製品,茅利塔尼亞伊斯蘭共和國,113,145,2725,0
106,基本金屬及其製品,美屬薩摩亞,112,146,261.29,0
106,基本金屬及其製品,玻利維亞,110,147,-75.77,0
106,基本金屬及其製品,巴勒斯坦,97,148,-59.58,0
106,基本金屬及其製品,摩爾多瓦,90,149,-67.63,0
106,基本金屬及其製品,蓋亞那,90,149,-94.15,0
106,基本金屬及其製品,莫三比克,82,150,-72.94,0
106,基本金屬及其製品,剛果民主共和國,81,151,-59.3,0
106,基本金屬及其製品,安哥拉,80,152,-27.27,0
106,基本金屬及其製品,波札那,79,153,-24.76,0
106,基本金屬及其製品,聖露西亞,77,154,-30,0
106,基本金屬及其製品,諾魯,74,155,208.33,0
106,基本金屬及其製品,辛巴威,73,156,-13.1,0
106,基本金屬及其製品,烏干達,69,157,-64.43,0
106,基本金屬及其製品,蒙古,59,158,637.5,0
106,基本金屬及其製品,其他歐洲國家,55,159,89.66,0
106,基本金屬及其製品,吉爾吉斯,49,160,444.44,0
106,基本金屬及其製品,聖克里斯多福,44,161,-8.33,0
106,基本金屬及其製品,其他北美洲國家,40,162,-,0
106,基本金屬及其製品,加彭,30,163,25,0
106,基本金屬及其製品,寮國,25,164,13.64,0
106,基本金屬及其製品,馬拉威,20,165,-82.61,0
106,基本金屬及其製品,亞美尼亞,17,166,-88.36,0
106,基本金屬及其製品,安地卡及巴布達,17,166,-15,0
106,基本金屬及其製品,多哥,15,167,87.5,0
106,基本金屬及其製品,吉里巴斯,14,168,-90.91,0
106,基本金屬及其製品,賴比瑞亞,13,169,160,0
106,基本金屬及其製品,其他南美洲國家,11,170,175,0
106,基本金屬及其製品,剛果,10,171,-88.51,0
106,基本金屬及其製品,格瑞那達,10,171,-61.54,0
106,基本金屬及其製品,納米比亞,9,172,-82.35,0
106,基本金屬及其製品,索馬利亞,9,172,200,0
106,基本金屬及其製品,不丹,7,173,-12.5,0
106,基本金屬及其製品,尼日,6,174,-,0
106,基本金屬及其製品,巴哈馬,5,175,-64.29,0
106,基本金屬及其製品,吐瓦魯,4,176,-,0
106,基本金屬及其製品,多米尼克,4,176,-33.33,0
106,基本金屬及其製品,塔吉克,3,177,-,0
106,化學品,中國大陸,8658362,1,15.2,44.69
106,化學品,日本,1396066,2,9.55,7.21
106,化學品,美國,1247139,3,22.78,6.44
106,化學品,越南,1121408,4,18.29,5.79
106,化學品,南韓,864244,5,15,4.46
106,化學品,印度,634815,6,29.13,3.28
106,化學品,泰國,634780,7,13.77,3.28
106,化學品,香港,607457,8,-6.11,3.14
106,化學品,馬來西亞,545713,9,-7.29,2.82
106,化學品,新加坡,458428,10,3.48,2.37
106,化學品,印尼,342442,11,-0.39,1.77
106,化學品,澳大利亞,287231,12,23.43,1.48
106,化學品,荷蘭,236585,13,11.89,1.22
106,化學品,菲律賓,221133,14,2.28,1.14
106,化學品,德國,149827,15,-0.71,0.77
106,化學品,比利時,148999,16,21.56,0.77
106,化學品,巴西,121394,17,32.98,0.63
106,化學品,義大利,109188,18,19.43,0.56
106,化學品,孟加拉,102034,19,1.96,0.53
106,化學品,伊朗,98899,20,28.86,0.51
106,化學品,沙烏地阿拉伯,97374,21,54.98,0.5
106,化學品,土耳其,94018,22,33.04,0.49
106,化學品,加拿大,89337,23,30.86,0.46
106,化學品,巴基斯坦,88987,24,27.13,0.46
106,化學品,墨西哥,82229,25,36.71,0.42
106,化學品,英國,72814,26,-3.19,0.38
106,化學品,法國,66877,27,56.83,0.35
106,化學品,阿拉伯聯合大公國,64898,28,15.88,0.33
106,化學品,其他國家,57653,29,26.95,0.3
106,化學品,西班牙,42010,30,3.93,0.22
106,化學品,俄羅斯,39185,31,14.77,0.2
106,化學品,埃及,37983,32,4.34,0.2
106,化學品,以色列,37185,33,8.39,0.19
106,化學品,南非,32031,34,8.96,0.17
106,化學品,瓜地馬拉,26032,35,58.04,0.13
106,化學品,波蘭,25872,36,15.4,0.13
106,化學品,柬埔寨,24609,37,2.61,0.13
106,化學品,哥倫比亞,24547,38,-6.88,0.13
106,化學品,希臘,22208,39,-0.56,0.11
106,化學品,斯里蘭卡,22096,40,-5.79,0.11
106,化學品,秘魯,19578,41,18.38,0.1
106,化學品,紐西蘭,18874,42,-29.74,0.1
106,化學品,奈及利亞,18509,43,-30.83,0.1
106,化學品,緬甸,17268,44,5.01,0.09
106,化學品,奧地利,16147,45,27.69,0.08
106,化學品,阿爾及利亞,12712,46,174.91,0.07
106,化學品,智利,10844,47,10.18,0.06
106,化學品,瑞士,9992,48,-36.09,0.05
106,化學品,約旦,9879,49,34.92,0.05
106,化學品,阿根廷,9464,50,-16.12,0.05
106,化學品,愛爾蘭,8401,51,1.9,0.04
106,化學品,斯洛維尼亞,6847,52,11.84,0.04
106,化學品,厄瓜多,6011,53,29.16,0.03
106,化學品,肯亞,5966,54,17.63,0.03
106,化學品,羅馬尼亞,5900,55,-3.67,0.03
106,化學品,摩洛哥,5756,56,-1.29,0.03
106,化學品,澳門,5583,57,0.23,0.03
106,化學品,立陶宛,5135,58,34.25,0.03
106,化學品,卡達,5077,59,9.51,0.03
106,化學品,葡萄牙,4971,60,102.07,0.03
106,化學品,烏克蘭,4587,61,13.71,0.02
106,化學品,科威特,4520,62,-0.7,0.02
106,化學品,克羅埃西亞,4507,63,52.21,0.02
106,化學品,突尼西亞,4489,64,38.85,0.02
106,化學品,獅子山,4476,65,42.73,0.02
106,化學品,多明尼加,4369,66,16.41,0.02
106,化學品,巴布亞紐幾內亞,3969,67,1034,0.02
106,化學品,丹麥,3939,68,97.15,0.02
106,化學品,巴拿馬,3911,69,7.89,0.02
106,化學品,阿曼,3691,70,9.17,0.02
106,化學品,芬蘭,3522,71,-9.46,0.02
106,化學品,敘利亞,3460,72,5.46,0.02
106,化學品,瑞典,3443,73,12.08,0.02
106,化學品,挪威,3297,74,-5.12,0.02
106,化學品,拉脫維亞,3231,75,2.57,0.02
106,化學品,模里西斯,3206,76,-14.03,0.02
106,化學品,衣索比亞,3058,77,-14.72,0.02
106,化學品,捷克,2896,78,-2.66,0.01
106,化學品,多哥,2815,79,747.89,0.01
106,化學品,布吉納法索,2782,80,39642.86,0.01
106,化學品,蘇丹,2385,81,42.99,0.01
106,化學品,伊拉克,2373,82,-7.27,0.01
106,化學品,黎巴嫩,2311,83,18.57,0.01
106,化學品,賴索托,2276,84,2.02,0.01
106,化學品,巴林,2268,85,53.04,0.01
106,化學品,象牙海岸,2175,86,309.6,0.01
106,化學品,哥斯大黎加,2150,87,4.07,0.01
106,化學品,匈牙利,2025,88,-15.8,0.01
106,化學品,哈薩克,1894,89,82.82,0.01
106,化學品,坦尚尼亞,1854,90,50.12,0.01
106,化學品,史瓦帝尼,1848,91,-5.86,0.01
106,化學品,賽普勒斯,1832,92,-68.07,0.01
106,化學品,迦納,1704,93,-8.93,0.01
106,化學品,薩爾瓦多,1699,94,-2.3,0.01
106,化學品,愛沙尼亞,1698,95,-27.47,0.01
106,化學品,烏拉圭,1611,96,13.69,0.01
106,化學品,烏茲別克,1588,97,25.83,0.01
106,化學品,尼日,1557,98,-58.63,0.01
106,化學品,宏都拉斯,1505,99,-26.12,0.01
106,化學品,斐濟,1465,100,57.36,0.01
106,化學品,尼加拉瓜,1457,101,4.29,0.01
106,化學品,剛果民主共和國,1385,102,4.84,0.01
106,化學品,塞內加爾,1247,103,897.6,0.01
106,化學品,保加利亞,1244,104,3.07,0.01
106,化學品,吉布地,1216,105,32.17,0.01
106,化學品,巴拉圭,1166,106,-60.38,0.01
106,化學品,委內瑞拉,1082,107,32.6,0.01
106,化學品,馬達加斯加,1050,108,83.25,0.01
106,化學品,莫三比克,1019,109,612.59,0.01
106,化學品,寮國,880,110,342.21,0
106,化學品,尼泊爾,843,111,88.59,0
106,化學品,波多黎各,842,112,72.19,0
106,化學品,玻利維亞,794,113,-8,0
106,化學品,葉門,736,114,24.75,0
106,化學品,千里達及托巴哥,660,115,18.92,0
106,化學品,喬治亞,649,116,241.58,0
106,化學品,蘇利南,628,117,-20.61,0
106,化學品,汶萊,543,118,-32.55,0
106,化學品,幾內亞,539,119,45.28,0
106,化學品,阿富汗,533,120,4.1,0
106,化學品,白俄羅斯,498,121,137.14,0
106,化學品,馬紹爾群島共和國,459,122,16.2,0
106,化學品,吉爾吉斯,408,123,96.15,0
106,化學品,喀麥隆,343,124,134.93,0
106,化學品,安哥拉,336,125,37.14,0
106,化學品,塞爾維亞,331,126,-34.46,0
106,化學品,帛琉,311,127,-24.15,0
106,化學品,貝南,311,127,-24.15,0
106,化學品,亞美尼亞,274,128,-35.38,0
106,化學品,其他大洋洲國家,258,129,24.64,0
106,化學品,亞塞拜然,248,130,-47.23,0
106,化學品,牙買加,247,131,325.86,0
106,化學品,紐喀里多尼亞,246,132,9.82,0
106,化學品,摩爾多瓦,233,133,-68.26,0
106,化學品,利比亞,222,134,0.45,0
106,化學品,關島,180,135,-26.83,0
106,化學品,甘比亞,168,136,-40.21,0
106,化學品,納米比亞,168,136,546.15,0
106,化學品,斯洛伐克,148,137,-79.5,0
106,化學品,土庫曼,131,138,37.89,0
106,化學品,塔吉克,125,139,-43.69,0
106,化學品,馬爾他,120,140,-88.95,0
106,化學品,阿爾巴尼亞,113,141,276.67,0
106,化學品,蒙古,112,142,-34.5,0
106,化學品,烏干達,111,143,-13.95,0
106,化學品,東加,91,144,139.47,0
106,化學品,其他中美洲國家,84,145,189.66,0
106,化學品,冰島,84,145,-91.47,0
106,化學品,薩摩亞,59,146,156.52,0
106,化學品,辛巴威,58,147,123.08,0
106,化學品,波士尼亞及赫塞哥維納,40,148,81.82,0
106,化學品,其他非洲國家,39,149,-49.35,0
106,化學品,其他北美洲國家,36,150,-,0
106,化學品,海地,34,151,-63.83,0
106,化學品,剛果,31,152,-27.91,0
106,化學品,索羅門群島,29,153,-52.46,0
106,化學品,聖克里斯多福,28,154,-64.56,0
106,化學品,蓋亞那,27,155,-85.79,0
106,化學品,古巴,25,156,257.14,0
106,化學品,諾魯,24,157,14.29,0
106,化學品,貝里斯,23,158,43.75,0
106,化學品,北馬其頓,18,159,-37.93,0
106,化學品,巴貝多,16,160,6.67,0
106,化學品,大溪地,13,161,-,0
106,化學品,盧安達,13,161,44.44,0
106,化學品,其他歐洲國家,11,162,-,0
106,化學品,吉里巴斯,11,162,-15.38,0
106,化學品,波札那,10,163,-16.67,0
106,化學品,盧森堡,10,163,-,0
106,化學品,索馬利亞,10,163,900,0
106,化學品,美屬薩摩亞,10,163,400,0
106,化學品,萬那杜,10,163,66.67,0
106,化學品,北韓,9,164,-86.76,0
106,化學品,摩納哥,9,164,-,0
106,化學品,安圭拉,7,165,-,0
106,化學品,吐瓦魯,6,166,-,0
106,化學品,賴比瑞亞,5,167,-,0
106,化學品,馬爾地夫,5,167,-88.64,0
106,化學品,其他南美洲國家,4,168,100,0
106,化學品,馬利,2,169,-,0
106,化學品,聖露西亞,1,170,-,0
106,化學品,馬拉威,1,170,-97.83,0
106,動植物油脂,美國,15972,1,3.83,16.52
106,動植物油脂,西班牙,15673,2,63.99,16.21
106,動植物油脂,中國大陸,13732,3,25.73,14.2
106,動植物油脂,荷蘭,8395,4,50.96,8.68
106,動植物油脂,日本,7404,5,-7.19,7.66
106,動植物油脂,南韓,6627,6,7.32,6.85
106,動植物油脂,越南,5044,7,-42.47,5.22
106,動植物油脂,加拿大,3161,8,37.14,3.27
106,動植物油脂,馬來西亞,2692,9,-55.35,2.78
106,動植物油脂,新加坡,2342,10,-18.08,2.42
106,動植物油脂,香港,1868,11,5.18,1.93
106,動植物油脂,菲律賓,1830,12,3.51,1.89
106,動植物油脂,泰國,1662,13,-9.82,1.72
106,動植物油脂,印尼,1515,14,-6.13,1.57
106,動植物油脂,澳大利亞,1456,15,-29.15,1.51
106,動植物油脂,巴基斯坦,979,16,29.33,1.01
106,動植物油脂,葡萄牙,814,17,814.61,0.84
106,動植物油脂,紐西蘭,740,18,13.67,0.77
106,動植物油脂,伊朗,574,19,148.48,0.59
106,動植物油脂,埃及,510,20,53.61,0.53
106,動植物油脂,德國,479,21,-21.6,0.5
106,動植物油脂,以色列,358,22,1.7,0.37
106,動植物油脂,波蘭,312,23,-21.01,0.32
106,動植物油脂,孟加拉,232,24,-4.13,0.24
106,動植物油脂,法國,217,25,33.13,0.22
106,動植物油脂,敘利亞,201,26,1082.35,0.21
106,動植物油脂,英國,193,27,-36.72,0.2
106,動植物油脂,阿拉伯聯合大公國,190,28,4.4,0.2
106,動植物油脂,沙烏地阿拉伯,182,29,-46.94,0.19
106,動植物油脂,關島,149,30,23.14,0.15
106,動植物油脂,比利時,139,31,2.21,0.14
106,動植物油脂,奈及利亞,136,32,518.18,0.14
106,動植物油脂,南非,111,33,-66.06,0.11
106,動植物油脂,黎巴嫩,80,34,-,0.08
106,動植物油脂,帛琉,72,35,30.91,0.07
106,動植物油脂,印度,64,36,-35.35,0.07
106,動植物油脂,義大利,62,37,-78.47,0.06
106,動植物油脂,阿根廷,61,38,35.56,0.06
106,動植物油脂,土耳其,54,39,-47.57,0.06
